	dim1	dim2
1001701203_G16	-8591.15046787247	-85.92981496967579
1001701203_G17	-8189.780965708433	-6.838467646331583
1001701203_G18	-8823.371354789664	-141.06788628297318
1001701203_G19	-8563.233445961141	184.44377880261217
1001701203_G20	-8562.905261245252	154.94954160663957
1001701203_G21	-9084.73477803246	333.1934498005748
1001701203_G22	-8463.254702081287	-324.1189935633829
1001701203_H1	-8194.136824194089	-519.5717882370036
1001701203_H2	-8111.176040232462	-731.3611381606265
1001701203_H3	-7816.6096483827505	-853.8945240839791
1001701203_H4	-8975.812311055575	19.828402295908827
1001701203_H5	-7870.741087806608	-941.4544659728525
1001701203_H6	-7963.26092615856	-873.712428117306
1001701203_H7	-9078.747877452619	-198.8373548564434
1001701203_H8	-7950.192606964662	-939.1591165387043
1001701203_H9	-7815.923287117177	-813.4495433993518
1001701203_H10	-7914.742143478384	-975.0982712804913
1001701203_H11	-8482.685623736987	257.9542245485099
1001701203_H12	-8514.270270329313	-280.1370105224243
1001701203_H13	-8828.679654133122	-231.1351684945058
1001701203_H14	-8791.273548370504	-814.4154268790087
1001701203_H15	-8530.07428501378	22.158882243759816
1001701203_H16	-8409.029297692321	-472.9548062515875
1001701203_H17	-8639.380964691778	-722.9254655441817
1001701203_H18	-8719.206991719731	129.018586419118
1001701203_H19	-8860.356257967163	54.71740296131689
1001701203_H20	-8542.180778588925	-192.93662021609114
1001701203_H21	-8634.931916158715	-538.6894791173215
1001701203_H22	-8431.294748982667	-439.72536966302783
1001701203_I1	-7897.8057689498955	-992.8143640029359
1001701203_I2	-7992.933729012414	-962.6450048391268
1001701203_I3	-8024.7472450737	-479.3349909192078
1001701203_I4	-7848.356948022204	-835.7108695219686
1001701203_I5	-7782.807109277887	-859.8483752252566
1001701203_I6	-8088.749335273091	-724.3636012920109
1001701203_I7	-8167.5727968155015	-700.6654352777041
1001701203_I8	-8074.013456939426	-1031.8304946602343
1001701203_I9	-7843.84700729552	-850.9315991393754
1001701203_I10	-8359.292626635419	-702.5090089704692
1001701203_I11	-7991.732823949516	-985.7379448239036
1001701203_I12	-9164.881048493531	18.91100656001964
1001701203_I13	-8098.600090347531	-198.1035254981038
1001701203_I14	-8756.27069583632	-86.05428756920863
1001701203_I16	-8489.39779911694	163.96134481366423
1001701203_I18	-8518.87003553539	-170.2751348912867
1001701203_I19	-8540.002805194776	-289.1874878023546
1001701203_I20	-8333.826469047834	-254.60719989341118
1001701203_I21	-8892.070631885234	29.960355290478006
1001701203_I22	-9040.823323053477	116.29650762124025
1001701203_I23	-8424.156535315775	-245.2261578338628
1001701203_J1	-8021.4627744884365	-804.3505046424767
1001701203_J2	-7907.281101110429	-728.1823916656869
1001701203_J3	-8022.212348379647	-427.8592084943141
1001701203_J4	-8086.817324248693	-916.796411336744
1001701203_J5	-8156.39933375386	-879.9444844779658
1001701203_J6	-7899.723423112178	-636.330948017245
1001701203_J7	-7905.460686129697	-797.6278930019456
1001701203_J8	-8237.558130693356	-387.8899465470457
1001701203_J9	-7893.376525078331	-682.8650359866573
1001701203_J10	-8208.68447880398	-391.09775510525145
1001701203_J11	-8136.327196927295	-658.3997260097638
1001701203_J12	-8694.447986224348	-628.0734263506861
1001701203_J13	-8377.353566780379	297.6234462210976
1001701203_J14	-8023.494955829114	-292.5592338426509
1001701203_J16	-8386.37307428148	-193.38672821883915
1001701203_J17	-9222.753981961721	31.92683107326251
1001701203_J20	-8652.752204668937	69.64094800944405
1001701203_J21	-8842.441479311728	17.101695988594173
1001701203_J22	-8655.289835559799	-531.4508749835638
1001701203_K1	-8001.073965963772	-911.7144221716953
1001701203_K2	-8793.098930854405	425.3516858785178
1001701203_K3	-7868.961433188783	-841.1352797270487
1001701203_K4	-8012.085718251268	-344.03435591483475
1001701203_K5	-7824.854300416123	-653.7407756976112
1001701203_K6	-8513.412570269013	237.38304737750263
1001701203_K7	-8008.728445878756	-791.3648891128663
1001701203_K8	-8010.115331623222	-867.7098142578637
1001701203_K9	-8157.160972925511	-999.8346481815687
1001701203_K10	-7896.053761989902	-711.1628598559001
1001701203_K11	-8033.49501874521	-581.4890101550675
1001701203_K12	-8489.713582784534	-374.5629481162602
1001701203_K13	-8681.978330036858	-349.14920297618755
1001701203_K14	-8583.797985913272	-346.32173320480433
1001701203_K15	-8621.399342323743	-354.340118557612
1001701203_K16	-8376.180514804943	72.56062438104142
1001701203_K17	-8618.932755535607	50.33266757914702
1001701203_K18	-8657.806582608386	-20.24516954701767
1001701203_K19	-8573.790810133134	-597.9600476341985
1001701203_K21	-8507.578740793457	-274.49766422082433
1001701203_K23	-8345.74167439455	-389.5844605409939
1001701203_L1	-8206.125334967955	-877.795517428455
1001701203_L2	-7991.836255964488	-789.6812852162685
1001701203_L3	-8322.287169147483	-264.48153767352096
1001701203_L4	-7934.1336055510765	-739.1068575736374
1001701203_L5	-7980.551967692384	-882.8258222510849
1001701203_L6	-7851.3143895806925	-680.5934725611917
1001701203_L7	-8050.351862433836	-944.5482456674505
1001701203_L8	-7892.281334527964	-914.9137392165205
1001701203_L9	-7795.019297811455	-813.3842533029613
1001701203_L10	-8042.470711729146	-346.5233005035563
1001701203_L11	-8015.965337326786	-725.2905557610122
1001701203_L12	-8629.82619157011	-667.7633342239704
1001701203_L13	-8829.232472299313	-663.6782683731552
1001701203_L15	-8315.733500622935	-410.7946171775776
1001701203_L16	-7936.873131765567	-762.6191507033751
1001701203_L18	-8174.233178054551	-599.8783061423215
1001701203_L19	-9056.927485598559	-6.782772657808024
1001701203_L20	-8509.331190733556	-302.9957383399674
1001701203_L21	-8755.820499988844	-493.5861731767364
1001701203_L22	-7925.935160802228	-227.00946234459886
1001701203_M1	-7883.896209889954	-572.7987296106218
1001701203_M2	-7865.327243165774	-906.3486752665343
1001701203_M3	-8174.233596890203	-926.5001945935873
1001701203_M4	-8462.915763421704	-205.36537190377055
1001701203_M5	-7776.815593977339	-718.2288952418852
1001701203_M6	-8203.95786474647	-624.3646955457226
1001701203_M7	-7859.917830653524	-456.1986216890862
1001701203_M8	-8657.030405036076	-524.0216311020527
1001701203_M9	-8100.870340319557	-348.9268877610681
1001701203_M10	-7933.012195512154	-885.3526128124008
1001701203_M11	-7869.323003081393	-767.6993753268546
1001701203_M13	-8594.632528660817	-216.5725638715329
1001701203_M14	-8164.714755644976	-95.83788775109619
1001701203_M15	-8507.713766255722	-512.3820188887114
1001701203_M17	-8628.093042225963	-165.92278765128196
1001701203_M19	-8262.543191386894	-232.2068185204783
1001701203_M20	-8260.264645204052	-260.4125874533004
1001701203_M21	-8256.754169256667	59.757593291043555
1001701203_M22	-8558.180494438593	-376.1775438611323
1001701203_M23	-9058.38027760383	-181.07082433107578
1001701203_N1	-8166.237996536033	-743.9653527156544
1001701203_N2	-8184.9099714230615	-462.31554955026513
1001701203_N3	-7919.658399916544	-937.4558173449515
1001701203_N4	-7964.801249565366	-712.1557721591562
1001701203_N5	-8633.912567561492	2.576038754121385
1001701203_N6	-8018.190207499157	-613.6742167744108
1001701203_N7	-8035.4617696288615	-717.0087161583493
1001701203_N8	-7935.202611437256	-845.5261030874741
1001701203_N9	-7951.854212101405	-877.6592782527043
1001701203_N10	-8005.610117420742	-697.2963432722856
1001701203_N11	-8010.649082680025	-955.5307688836186
1001701203_N12	-8545.208320558373	-456.223170476619
1001701203_N13	-8567.91939731747	-118.63176172317115
1001701203_N14	-8277.161594785097	-75.02880269392706
1001701203_N15	-8922.031797385976	-223.32608793143527
1001701203_N16	-8422.882909383468	-173.2415277551382
1001701203_N17	-8471.55300312191	-122.929778438887
1001701203_N19	-8631.781625300777	-194.31422985583515
1001701203_N20	-9177.327459459339	105.55341789477016
1001701203_N21	-8449.980219529694	-162.08288707962208
1001701203_N23	-8304.73049757669	-149.58371086536144
1001701203_O1	-7913.667765059726	-430.86601046773404
1001701203_O2	-8069.297641878923	-965.6019888631936
1001701203_O3	-8084.176776024974	-939.1361027129368
1001701203_O4	-7914.119187378151	-714.4775215317953
1001701203_O5	-7982.103123367922	-856.3365833415639
1001701203_O7	-7922.199008720262	-791.9431398630737
1001701203_O8	-7891.542175819763	-768.0630621881744
1001701203_O9	-8151.240001821116	-787.8766961767776
1001701203_O10	-7957.638444824157	-537.6441800857128
1001701203_O11	-8203.218304962731	-593.8784049228706
1001701203_O12	-8528.179949568184	-302.10896318708024
1001701203_O13	-8083.955665791322	-426.17110138723837
1001701203_O14	-9184.59621079302	-7.83555325881281
1001701203_O15	-8618.604455680503	117.99269002746767
1001701203_O16	-8659.308067219737	-468.67141898577705
1001701203_O17	-8621.4179549716	-348.3481749282511
1001701203_O18	-8822.538892454977	-102.40985933123068
1001701203_O19	-8200.030221699739	-333.1583693280192
1001701203_O20	-8691.256755219	-581.6369369354751
1001701203_O23	-8537.556954196534	-220.0686574836566
1001701203_P1	-7836.4544530995545	-518.3079244355085
1001701203_P2	-8155.2521938312075	-691.9994888118268
1001701203_P3	-8115.42513415407	-613.748755179126
1001701203_P4	-8146.8471832755895	-782.2599584937578
1001701203_P6	-7922.207757998196	-877.4152801795163
1001701203_P7	-7990.312912353772	-632.2958659612639
1001701203_P8	-8428.831402828626	-530.5872002477139
1001701203_P9	-8937.521251490727	-725.9406819696036
1001701203_P10	-8228.021623616012	-450.09911391061024
1001701203_P11	-7769.873506712479	-825.4623741496333
1001701203_P12	-8942.653895395219	73.81994047143256
1001701203_P13	-8406.780737056819	257.21449885294714
1001701203_P15	-8516.046538307883	-334.4469472697221
1001701203_P16	-8800.285853725589	-738.2066857036422
1001701203_P17	-8660.226890641161	-213.17351037596038
1001701203_P18	-8762.542128347905	-729.5387760243752
1001701203_P19	-8313.926325863207	-117.16920050454105
1001701203_P21	-7886.483510256343	-206.45353346539014
1001701203_P22	-8104.270279741372	-177.48773179148677
1001701205_A1	-9026.512116764308	12.516233439461532
1001701205_A2	-9020.186464732435	482.55634947754066
1001701205_A4	-9284.313460248351	11.605710038855026
1001701205_A5	-8757.083986980442	129.92131503459356
1001701205_A6	-8674.613498174922	201.76173705222882
1001701205_A7	-9055.674289368519	113.31517910402447
1001701205_A9	-9227.115932535215	45.465849237026696
1001701205_A10	-8106.686329576729	-223.78463344109437
1001701205_A11	-8546.77830085383	-4.374596782275028
1001701205_A12	-8846.562611797763	-453.43137193495056
1001701205_A13	-8692.32054497977	-715.2157154834293
1001701205_A15	-8697.914570271907	-307.6885433640571
1001701205_A16	-8663.069961789544	-601.5213340259277
1001701205_A17	-9022.726709219163	-96.32269119942234
1001701205_A18	-8473.551903352263	-225.78334979310614
1001701205_A19	-9040.327820592338	-419.71207350143413
1001701205_A20	-8492.940031165737	-192.91461451157332
1001701205_A22	-8929.25545871343	-504.12277417441527
1001701205_A23	-8935.47144111903	-477.2777108231687
1001701205_B1	-8639.037862313553	397.3077512996504
1001701205_B2	-8498.618220697657	163.08431320341074
1001701205_B3	-8254.159587849877	-12.235841570522693
1001701205_B4	-8402.128479012694	-327.82341529998837
1001701205_B5	-9063.683182356182	252.05659366584766
1001701205_B6	-8217.743034311068	33.38680559124282
1001701205_B7	-9195.990320875608	-195.10364389292423
1001701205_B9	-9139.430141748157	71.46027704870656
1001701205_B11	-8608.921288793323	-159.92981305846604
1001701205_B12	-8796.284828302338	-523.3879993753656
1001701205_B13	-8801.748665233798	-780.5477564314801
1001701205_B14	-8612.529510064396	-485.28851177901475
1001701205_B15	-9045.627751282189	-442.31825435663507
1001701205_B16	-8898.317299762524	-692.720927374262
1001701205_B17	-8416.340580742435	-589.7187634837278
1001701205_B18	-8954.651269340271	-505.311660469023
1001701205_B19	-8772.878617352735	-258.60797784414
1001701205_B20	-8240.715472896407	-293.85328600275653
1001701205_B21	-8792.016464820093	-297.45702165635873
1001701205_B22	-8500.11435799304	-219.70318303485854
1001701205_B23	-8792.222868646284	24.196878712101842
1001701205_C1	-9088.036642590057	198.07106748306953
1001701205_C2	-8949.049924064895	197.25245018199055
1001701205_C3	-8986.467061767915	-272.604405957367
1001701205_C6	-8963.326469223188	352.95869593241406
1001701205_C9	-8863.184779482877	176.06585763133089
1001701205_C10	-8313.495670048775	-261.2613084280235
1001701205_C11	-8830.056968249643	186.4402360400138
1001701205_C12	-8903.848953853234	-541.6071277546755
1001701205_C14	-8506.569380398263	-369.8020313667784
1001701205_C15	-8270.710016793631	-344.0998173018885
1001701205_C16	-8379.538979924464	-313.6767306645025
1001701205_C17	-8601.25267030534	-779.0001498171189
1001701205_C19	-8751.793586109947	-605.0055190436256
1001701205_C20	-8510.903339830882	-289.72515950825664
1001701205_C22	-8584.893830536443	-527.8426309616093
1001701205_C23	-8338.593113097339	-275.3221847823619
1001701205_D2	-9258.052639368278	281.04225574898
1001701205_D3	-9213.329116879479	-151.09101183192368
1001701205_D6	-9351.94159701112	167.9662757573523
1001701205_D7	-8928.11063978763	-144.9150516204714
1001701205_D8	-8918.998111394716	-90.91375511976689
1001701205_D10	-9007.541830686201	503.26900414646985
1001701205_D11	-8160.318188417599	-552.2742173913284
1001701205_D12	-8451.428920213071	-304.63217100421156
1001701205_D13	-8556.534044307373	-221.58411383699598
1001701205_D14	-8605.455888651162	-33.42629501717519
1001701205_D15	-8907.732058646903	-324.12288807052556
1001701205_D16	-8493.712964808754	-248.13331067839601
1001701205_D17	-8516.0988155181	-247.12780024410247
1001701205_D18	-8636.673184262128	-382.2496909736944
1001701205_D19	-8919.303865841957	-328.2626500025172
1001701205_D20	-8624.602617720937	-309.0484938905361
1001701205_D21	-8381.78699639301	-289.47358069211424
1001701205_D22	-9008.43200283663	-325.2422173094062
1001701205_E1	-9218.655035672777	515.53357765225
1001701205_E2	-8805.67390086251	-307.3692052831915
1001701205_E4	-8899.097608225113	-251.62885117518664
1001701205_E5	-8904.44860871943	-648.3579737691866
1001701205_E7	-9022.936500670336	144.3346895051469
1001701205_E8	-8939.47844774903	520.0313026469462
1001701205_E9	-8147.489986003241	-796.5282821867759
1001701205_E10	-9037.722221023949	526.0641525161245
1001701205_E11	-8823.505387203237	-344.8384046235511
1001701205_E12	-8589.588412358355	121.92167054162296
1001701205_E13	-8802.947990585782	-527.4674404946512
1001701205_E15	-8419.48134054092	-42.233170922266396
1001701205_E16	-8401.136720883333	-309.84237006538655
1001701205_E17	-8583.583149469774	-31.150804370306044
1001701205_E18	-8660.872701873124	-430.28370574849555
1001701205_E19	-8533.394089188301	124.42294310100074
1001701205_E20	-8775.177711776592	-474.2997895067904
1001701205_F1	-8373.624514635929	-243.85368819616392
1001701205_F2	-8799.165863460914	39.38685930572756
1001701205_F3	-8889.727470468262	228.6949562913405
1001701205_F4	-8446.024382348898	-329.29482456438325
1001701205_F5	-9070.806902131419	226.29754956648398
1001701205_F6	-8951.474245455436	-248.70448108751634
1001701205_F7	-8227.69154142052	-230.47390490303383
1001701205_F8	-8882.770150544697	502.8440059051031
1001701205_F9	-8938.58488670678	99.80105101793862
1001701205_F11	-8599.186930570742	315.37119532420695
1001701205_F12	-8639.63801167473	-389.2484559334545
1001701205_F14	-8773.938992065572	-192.898389099857
1001701205_F15	-8457.272563846709	-243.014736508396
1001701205_F16	-8450.493669512478	-358.5178073042737
1001701205_F17	-8518.044369757325	-506.35194275594637
1001701205_F18	-8708.26303255153	-507.66559832850356
1001701205_F19	-8599.423610967033	-467.7485300524478
1001701205_F20	-8778.360724778442	-589.8039982344791
1001701205_F21	-8554.805347172727	232.23772743073152
1001701205_F22	-8828.280513629097	-713.2905583967383
1001701205_G1	-8514.481129647551	115.54311688271906
1001701205_G2	-9185.292908833677	337.2350279953622
1001701205_G3	-8752.069082539656	202.38673900550964
1001701205_G4	-8218.084414375387	-4.206349420613876
1001701205_G6	-8547.089650386051	-503.63612004868804
1001701205_G8	-8607.648667960855	-222.79768641706394
1001701205_G9	-8342.772429625124	-808.2690126710891
1001701205_G10	-8065.298549271284	-721.9453700571977
1001701205_G11	-9132.91893233959	-116.99014671975003
1001701205_G12	-8415.454981536523	172.26605304772508
1001701205_G13	-8650.780114301795	-706.1157693415066
1001701205_G14	-8464.044493549154	174.18643774392305
1001701205_G15	-8716.339065371632	-362.9956757374499
1001701205_G16	-8750.414489244133	-354.9760890154292
1001701205_G18	-8735.783148700462	-502.17086929694153
1001701205_G19	-8855.43954278489	-351.9901980413671
1001701205_G20	-8700.273488094565	-19.28846390290361
1001701205_G22	-8466.809602965199	-351.6221481395035
1001701205_H1	-8534.56542048651	-317.2361545368671
1001701205_H2	-9084.041689737967	349.98597656257414
1001701205_H3	-7896.080060721766	-469.7769588218952
1001701205_H4	-9177.27888300623	248.38829456441684
1001701205_H5	-8988.518027989894	437.0748322439469
1001701205_H6	-9098.735358373124	236.52622448545233
1001701205_H7	-8854.811989919976	168.93597406736725
1001701205_H8	-9153.280837351997	405.01294672550443
1001701205_H9	-8908.081035126406	37.80986028030007
1001701205_H10	-8809.865989847553	143.71171650744841
1001701205_H11	-8638.217934901406	-608.3272353616725
1001701205_H13	-8856.700954084727	-729.746688757216
1001701205_H14	-8523.435976472845	129.37123254882323
1001701205_H16	-8561.334344926545	-392.9945823019906
1001701205_H17	-8871.581541127956	-522.3245979133309
1001701205_H18	-8754.795717296209	-582.5921749024054
1001701205_H20	-8701.37326507823	-655.0750349770689
1001701205_H21	-9057.482846280565	-119.60925376761438
1001701205_H22	-8887.311494590052	-321.9941550108517
1001701205_I2	-8593.546523516792	533.1038820627765
1001701205_I3	-8115.392176105358	-883.9568128497751
1001701205_I4	-9120.159157960215	-16.94518368891131
1001701205_I5	-9126.451054950794	350.2303433190828
1001701205_I6	-8411.386715154194	33.629557678115894
1001701205_I10	-8884.742269075126	349.26357796838766
1001701205_I12	-8578.921571440365	-182.449233725142
1001701205_I13	-8577.319590581648	-405.88824918229676
1001701205_I14	-8816.304449692543	-615.477637748988
1001701205_I15	-8841.523085972109	-596.1037331726781
1001701205_I16	-8680.235892716522	-566.3244072531235
1001701205_I17	-8415.10181037972	-426.1687160063222
1001701205_I18	-8970.188415995734	-695.948359761963
1001701205_I19	-8633.21592587091	-751.8089893522136
1001701205_I20	-8382.11340529645	-266.4986801942076
1001701205_I21	-8822.170126152607	-621.5467820964132
1001701205_I22	-8610.871754268483	79.75870424816124
1001701205_I23	-8388.340684688696	-225.52963649146238
1001701205_J1	-8023.939145367526	61.23436949409397
1001701205_J3	-8853.565815037062	81.96874990527704
1001701205_J4	-8661.3751564597	-680.1926707245453
1001701205_J6	-9174.982568677984	-191.7138026468328
1001701205_J9	-8740.13296828286	97.56912640315495
1001701205_J10	-8636.788123093549	298.7557675362843
1001701205_J14	-8798.824321680298	-638.0213680217906
1001701205_J15	-8664.799528511236	-504.1229412255758
1001701205_J16	-8673.861891946344	-633.2254962197015
1001701205_J17	-9115.833666041286	-138.85822690034345
1001701205_J18	-8760.079356344311	-270.41158514258626
1001701205_J19	-8617.281255808275	-283.5410937654796
1001701205_J20	-8849.892855717892	-366.4710728215499
1001701205_J21	-8671.725317975204	-748.1442462333808
1001701205_J22	-8611.815295333487	-269.1734743030235
1001701205_J23	-8754.746786539234	-622.5309982306663
1001701205_K1	-8375.852543221115	-353.5236017242783
1001701205_K2	-8995.778093183186	229.59854745460237
1001701205_K4	-8729.263262044336	-352.7252144810933
1001701205_K5	-8782.488050846956	225.3904618380581
1001701205_K6	-9228.667291139245	141.56693244443454
1001701205_K7	-9124.351308727782	-689.4664223070142
1001701205_K8	-8903.593230139319	-283.7360034261993
1001701205_K9	-8971.941327523962	527.7578418200239
1001701205_K11	-9023.225942380604	96.91114582892651
1001701205_K12	-8629.19278775557	-382.2942243944502
1001701205_K13	-8510.610207927024	-483.40328486730664
1001701205_K14	-8727.15326018978	-54.802452451996906
1001701205_K15	-8431.716865897644	-414.0589690666317
1001701205_K16	-8643.070371235806	-436.85740862212236
1001701205_K17	-8616.841665826245	-251.0795218019228
1001701205_K18	-8465.878667991508	-277.24513031508684
1001701205_K19	-8557.462446040814	-562.2745257311001
1001701205_L1	-8387.904564691153	-335.6453295242752
1001701205_L2	-9306.536342878706	151.51130525376323
1001701205_L3	-8684.118774609366	-366.9017186260637
1001701205_L5	-8546.31840098177	456.7033777801405
1001701205_L6	-9050.736183749043	189.65538590162458
1001701205_L7	-9152.071285666461	-46.60349317324751
1001701205_L9	-9127.791877029951	-156.58197479297027
1001701205_L10	-8684.165951763407	-653.2356130856039
1001701205_L11	-8752.297788157695	190.43784810673793
1001701205_L12	-8511.426309134551	-450.25200377309983
1001701205_L13	-8492.581213191495	-225.02242464955327
1001701205_L14	-8511.80449624632	-409.56728649328676
1001701205_L15	-8638.480019861388	-657.5105993819519
1001701205_L18	-8805.20141473324	-752.9574493799398
1001701205_L19	-8834.284907916111	-371.58376957894086
1001701205_L20	-8651.253578377895	-512.4148885104936
1001701205_L21	-8724.45378487255	-223.03196083934478
1001701205_M1	-8702.67415537479	226.0610117973129
1001701205_M2	-8632.291016722867	414.3554933588018
1001701205_M3	-8961.000099125402	324.726313009806
1001701205_M5	-8978.072111295533	302.0154496420561
1001701205_M6	-9055.645611399525	138.7787832707594
1001701205_M7	-9113.402385037862	-2.8741510799766123
1001701205_M8	-8819.63269746416	292.11555839237775
1001701205_M9	-8788.020045065636	251.12277313387838
1001701205_M10	-9169.757566580542	-210.54351934291643
1001701205_M11	-8909.900962735166	-672.2045617631646
1001701205_M12	-8905.442437937672	-412.528015879664
1001701205_M13	-8658.291846063268	-360.1107863506153
1001701205_M14	-8072.410017067896	-203.2112675073006
1001701205_M16	-8730.42967051901	-369.7330509972534
1001701205_M18	-8693.852790152303	-689.2823511261456
1001701205_M19	-8381.41277678867	-149.33261391437316
1001701205_M20	-8467.67334722595	-616.3269639829691
1001701205_M21	-8648.101143715005	-326.5347110299464
1001701205_N3	-8837.730015745918	206.2471607834202
1001701205_N5	-8774.004947182808	571.2593849384107
1001701205_N6	-8686.75706929569	105.82059228945607
1001701205_N7	-8968.392054625367	-377.7519331180956
1001701205_N8	-9067.423967443197	-6.193276359385126
1001701205_N10	-9018.420404524953	298.6727573743602
1001701205_N11	-8815.395382093515	-211.30923500866797
1001701205_N13	-8755.54935131913	-737.4281086197317
1001701205_N14	-8538.068694183692	-469.4613482498754
1001701205_N15	-8232.689958145038	209.25912120694977
1001701205_N16	-8302.491556619549	-209.23699838918643
1001701205_N17	-8571.182722659752	-395.34553112408963
1001701205_N18	-8847.132002201426	-235.87983271787368
1001701205_N19	-8508.71499150911	-79.19477101816534
1001701205_N20	-8429.344355961595	-280.2977745208681
1001701205_N21	-9177.831841191048	86.35175223707024
1001701205_N22	-8374.831002978031	-403.4402540447119
1001701205_O1	-8802.76032842213	185.66991643184517
1001701205_O2	-9008.290317516976	218.65679321009534
1001701205_O4	-8969.246718734814	118.55020406317136
1001701205_O6	-8829.33518241273	-526.1591938245227
1001701205_O7	-8303.239706830738	-263.23678970552874
1001701205_O8	-9047.409323712076	361.5892034429802
1001701205_O9	-9000.22606237705	-120.9929015422448
1001701205_O10	-8696.267332085246	177.29047707569617
1001701205_O11	-8504.19885308117	-594.2100376159447
1001701205_O12	-8570.211355917569	-477.8848588335626
1001701205_O13	-8393.055586599754	-380.66524084591515
1001701205_O14	-8590.307269527595	-239.16784712648038
1001701205_O15	-8766.759405152367	-23.422609257479394
1001701205_O16	-8747.140780667602	-277.5212537610736
1001701205_O18	-8166.778498878419	-250.7533406597021
1001701205_O19	-8421.74671782143	-389.8975349910536
1001701205_O20	-8707.553267386438	-161.6817836265353
1001701205_O21	-8901.375505669736	-482.05629718183314
1001701205_O22	-8552.114617259995	-374.0806197420318
1001701205_O23	-8786.310880358522	-516.3309495694833
1001701205_P1	-9226.017165795694	-100.17128206110522
1001701205_P2	-8802.852529326707	-411.4311010410446
1001701205_P3	-9206.534963618526	-123.61096359283857
1001701205_P4	-9160.474713052929	187.4936156694607
1001701205_P5	-8273.892902273063	-705.5053787784793
1001701205_P6	-9338.778551043155	143.8878128412445
1001701205_P7	-8931.275783117413	478.5007866003076
1001701205_P8	-8710.532114255993	-16.245498924641584
1001701205_P9	-8711.207057316185	466.3196571917131
1001701205_P10	-8645.899711373726	196.5989954026115
1001701205_P12	-8658.972979543163	-312.41014942697905
1001701205_P13	-8904.984895643334	-302.09521072646277
1001701205_P14	-8545.484631102994	-166.98352484034882
1001701205_P15	-8626.11095117501	-627.0873833291892
1001701205_P16	-8817.70516288841	-322.6546193330931
1001701205_P17	-8880.729103397725	-368.8041472450567
1001701205_P18	-8531.352788058146	-49.15402412764922
1001701205_P19	-8921.95968017124	-523.111643268427
1001701205_P20	-8864.866221075881	-221.18337097395403
1001701205_P21	-8519.78724681242	-206.8695947063849
1001701205_P22	-8350.646307071418	99.86938264174371
1001701205_P23	-7929.803851257186	-159.26141337158555
1001701301_A1	-9186.928434663138	136.44012735834116
1001701301_A2	-9012.281039956879	-42.09364736631792
1001701301_A3	-8768.38236746527	88.95513565451203
1001701301_A5	-9010.183835103806	11.767518472090032
1001701301_A7	-8866.284706078586	-198.88261274123408
1001701301_A8	-8743.758412695828	77.39270112888512
1001701301_A9	-8325.439678933877	45.87102155913005
1001701301_A11	-8670.546644671158	-643.1031717786225
1001701301_A13	-9058.635919877923	422.3416863227453
1001701301_A14	-8947.149128873056	237.3197773247607
1001701301_A16	-8829.007292711862	118.65700812421802
1001701301_A18	-8895.346644149695	109.70479975491685
1001701301_A20	-9208.632400054319	207.09662317333817
1001701301_A23	-8738.991184598583	445.7486320557926
1001701301_B2	-9093.425254998312	61.563588040536
1001701301_B3	-9315.78028152783	49.300648153953674
1001701301_B5	-9079.621561161015	-71.97088474809607
1001701301_B6	-9000.53638312909	-169.87224643904557
1001701301_B7	-8952.733384463669	112.43586797494876
1001701301_B8	-9020.278136453839	287.9941415537929
1001701301_B9	-9011.694441831962	331.36417329759854
1001701301_B10	-9151.478076000278	440.11233519765284
1001701301_B15	-9003.436441220027	558.1261789667382
1001701301_B16	-9270.52483204718	461.06055727687533
1001701301_B18	-9172.632763359778	304.914616299833
1001701301_B19	-9150.07755375144	313.2134826907613
1001701301_B20	-8919.85722901834	385.0616006977939
1001701301_B23	-8755.866287412957	345.25220271253863
1001701301_C1	-9098.04869009563	157.14711252380812
1001701301_C2	-9271.519816063847	35.30777074326543
1001701301_C3	-9007.860731813218	28.659139140708707
1001701301_C6	-8906.643945814909	195.15922486806028
1001701301_C7	-8890.801184518585	49.916706141364415
1001701301_C12	-8785.58407571333	-286.330823342618
1001701301_C15	-9046.530825885133	313.66292619676784
1001701301_C17	-8806.320596345915	341.79261009887455
1001701301_C21	-9096.513223224296	201.37996385143012
1001701301_D3	-8737.752472314038	178.0558839422419
1001701301_D4	-9068.137616233638	-20.146677422455117
1001701301_D5	-9094.840778235946	-21.961742845415728
1001701301_D7	-9003.103313388066	124.72280663594586
1001701301_D8	-9097.797997652297	364.4351067549412
1001701301_D11	-9268.228961575334	186.55786043274438
1001701301_D12	-8936.07861889508	460.2386638842335
1001701301_D13	-8959.700522389372	159.4366408673692
1001701301_D16	-9215.919256025218	179.58260600745072
1001701301_D17	-9070.393220394782	-59.38783689692892
1001701301_D21	-9251.217915833022	134.4860640406885
1001701301_E1	-9199.921056610838	114.87761665815427
1001701301_E2	-8914.6991047995	230.10248077030053
1001701301_E3	-9249.512137103788	183.2137551897428
1001701301_E4	-9218.087303995826	-224.2256503495012
1001701301_E7	-9102.956155636499	-250.42090761416796
1001701301_E9	-8870.964368680301	606.4323179532455
1001701301_E11	-8837.44025735604	148.7073310168685
1001701301_E13	-9078.559117732362	275.38846945895165
1001701301_E14	-8669.030373515441	166.18044885214584
1001701301_E15	-8972.223789239564	159.85715249717927
1001701301_E16	-8597.283849024867	332.670281890767
1001701301_E17	-9094.249150493348	97.96921943799208
1001701301_E19	-9010.6173236547	49.70352754366531
1001701301_E20	-8989.657981116132	204.8680880662982
