	dimension 1	dimension 2
1001701703_E19	7.8187795	-18.482647
1001701703_E20	-8.116672	5.1325865
1001701703_E21	-8.480671	8.67355
1001701703_E22	-18.95269	19.958805
1001701703_E23	-2.4933243	20.135477
1001701703_F12	-9.711768	28.33321
1001701703_F13	-11.764983	16.615238
1001701703_F14	-6.846821	19.45037
1001701703_F15	-19.818516	4.807877
1001701703_F16	13.52414	-27.694124
1001701703_F17	-13.5937605	23.841276
1001701703_F18	-24.505705	2.2298892
1001701703_F19	-7.622642	15.070549
1001701703_F21	-3.3115878	-19.676323
1001701703_F22	-11.668504	13.381806
1001701703_F23	-16.196423	4.841415
1001701703_G12	-10.276192	11.04926
1001701703_G13	18.852566	-34.283417
1001701703_G14	-12.31538	22.293352
1001701703_G15	3.6301317	17.093214
1001701703_G16	-8.627592	9.084944
1001701703_G17	3.6734877	23.423252
1001701703_G18	-10.991345	16.72896
1001701703_G19	-14.79356	-6.115697
1001701703_G20	13.188101	-34.595024
1001701703_G21	-6.0031023	20.156567
1001701703_G22	-30.92714	-2.7206247
1001701703_G23	-6.5658894	8.418555
1001701703_H12	-20.067038	2.2500653
1001701703_H13	-8.704455	24.524893
1001701703_H14	11.171817	-25.427774
1001701703_H15	-1.2169411	21.003483
1001701703_H16	9.266532	-30.865374
1001701703_H17	9.312599	22.62123
1001701703_H18	11.03051	-23.848843
1001701703_H20	2.9541268	21.992468
1001701703_H21	-16.39915	3.9302835
1001701703_H22	-11.094636	19.531096
1001701703_H23	11.856172	5.2381687
1001701703_I12	-7.912349	22.286526
1001701703_I13	-7.4860973	18.71326
1001701703_I14	17.056473	3.2790222
1001701703_I15	-2.6339839	18.427017
1001701703_I16	-3.9016356	26.482334
1001701703_I17	-2.6006756	12.41532
1001701703_I19	5.5963473	-1.1481552
1001701703_I20	18.36334	-31.265615
1001701703_I21	9.509921	-31.013367
1001701703_I22	-3.5183473	-10.099201
1001701703_I23	-10.276478	26.676367
1001701703_J12	-4.1794677	21.340271
1001701703_J13	11.207299	-31.755129
1001701703_J14	21.871609	-32.39259
1001701703_J15	-2.283498	12.620654
1001701703_J16	-2.7311013	24.15444
1001701703_J18	-7.250004	8.473998
1001701703_J19	-13.502207	2.6775458
1001701703_J20	-6.590783	-1.3034433
1001701703_J21	2.5131447	8.452963
1001701703_J23	13.890003	-35.993004
1001701703_K12	-13.157916	18.838343
1001701703_K13	-19.172712	18.065443
1001701703_K14	-5.47002	17.47947
1001701703_K15	24.931526	-46.58853
1001701703_K16	-14.69044	15.45888
1001701703_K17	-6.7297935	18.004625
1001701703_K18	-12.1193075	2.2755024
1001701703_K19	11.722216	-28.067417
1001701703_K20	21.162271	11.863339
1001701703_K21	21.011154	-0.53987324
1001701703_K23	-8.51327	11.4323635
1001701703_L12	2.467313	3.5321572
1001701703_L13	-10.801248	21.36704
1001701703_L14	-9.78312	15.990955
1001701703_L15	21.308338	6.6877728
1001701703_L16	-9.033235	17.511541
1001701703_L17	14.326736	-31.46511
1001701703_L18	-9.238495	8.846934
1001701703_L19	16.748394	7.357561
1001701703_L20	13.814227	19.601923
1001701703_L21	22.760782	-1.5261767
1001701703_L22	-13.282168	7.4423866
1001701703_L23	-12.553101	20.903353
1001701703_M12	-6.2668695	25.041878
1001701703_M13	12.204668	-3.3341653
1001701703_M15	13.975984	17.382303
1001701703_M16	18.142786	-29.380112
1001701703_M18	6.8928523	-28.578611
1001701703_M19	6.532519	2.612527
1001701703_M20	-18.86087	15.068585
1001701703_M21	2.4092064	12.152582
1001701703_M22	-11.32629	12.888965
1001701703_N13	12.889595	3.1165028
1001701703_N14	-12.004859	8.966705
1001701703_N15	-18.143719	0.6375796
1001701703_N16	21.725561	-32.4182
1001701703_N17	-2.6400254	-31.628258
1001701703_N18	-10.9900055	21.767357
1001701703_N19	2.6683207	4.094076
1001701703_N20	-8.8900385	14.094598
1001701703_N21	17.733698	8.064753
1001701703_N22	13.759563	-37.145626
1001701703_N23	12.386203	-32.088017
1001701703_O12	2.2751071	-31.534462
1001701703_O13	10.652195	3.8758786
1001701703_O14	-0.928504	26.554865
1001701703_O15	-8.217017	28.27766
1001701703_O16	4.118499	3.252542
1001701703_O17	23.981283	-40.314545
1001701703_O18	-10.111324	19.889355
1001701703_O19	-13.798488	16.474812
1001701703_O20	8.6949	4.880844
1001701703_O21	0.5773375	6.1692863
1001701703_O22	-20.572418	3.6745071
1001701703_O23	9.070229	-29.6054
1001701703_P13	-11.132802	19.771439
1001701703_P14	-16.806255	12.445556
1001701703_P15	-8.097981	-3.6648335
1001701703_P16	19.990374	8.619027
1001701703_P17	-12.687691	20.790222
1001701703_P18	12.516745	-9.154017
1001701703_P19	-5.596837	26.907753
1001701703_P20	-12.398776	18.651552
1001701703_P21	-3.9212265	-1.422239
1001701703_P22	10.871047	16.534536
1001701703_P23	-10.037526	21.415028
1001701705_A12	18.268904	22.188148
1001701705_A13	3.9550202	8.067048
1001701705_A14	-4.33696	-5.8481126
1001701705_A15	-11.631706	11.284486
1001701705_A16	20.564342	13.707062
1001701705_A17	-9.131041	18.379246
1001701705_A18	-4.367958	-1.0026643
1001701705_A19	-12.172111	16.685972
1001701705_A20	5.279812	19.990795
1001701705_B4	-0.93311036	-26.570866
1001701705_B8	32.230408	-53.791374
1001701705_B11	-11.510199	26.01602
1001701705_B12	1.3313601	21.535326
1001701705_B13	16.093	-29.013115
1001701705_B14	19.076048	-28.796738
1001701705_B15	11.37161	-21.475937
1001701705_B16	-19.152449	20.322998
1001701705_B17	-22.064096	-5.92118
1001701705_B18	-11.345133	7.9899416
1001701705_B19	-10.454802	27.8611
1001701705_B20	4.185956	6.289479
1001701705_B23	17.845127	-29.241724
1001701705_C12	22.874382	13.547596
1001701705_C13	-6.667723	6.924889
1001701705_C14	-19.27109	21.923855
1001701705_C15	-12.410511	25.469402
1001701705_C16	-9.852102	12.891325
1001701705_C17	4.1718793	-32.614033
1001701705_C18	-5.7884603	10.539676
1001701705_C19	18.813904	-28.215841
1001701705_C20	-15.640878	23.809921
1001701705_D4	-9.217174	17.45793
1001701705_D10	39.96854	-46.403954
1001701705_D12	-12.001788	14.487433
1001701705_D13	-12.358918	9.713266
1001701705_D14	-12.882723	-11.08712
1001701705_D15	-0.16478752	16.685513
1001701705_D16	-14.746617	8.148773
1001701705_D18	13.237441	-29.140284
1001701705_D19	-17.21112	-9.839074
1001701705_D20	-16.374348	12.22202
1001701705_D23	-7.942589	20.976244
1001701705_E6	-6.4104853	28.007744
1001701705_E12	-11.370297	21.305544
1001701705_E13	-9.399805	25.552275
1001701705_E14	6.0921335	-38.569645
1001701705_E16	-8.419643	24.520624
1001701705_E17	-8.907108	17.032726
1001701705_E18	19.153618	19.879835
1001701705_E19	-16.611135	23.416517
1001701705_E20	-9.459987	22.859806
1001701705_F4	0.41802913	19.265196
1001701705_F6	-11.050527	9.055685
1001701705_F12	-8.405737	13.874015
1001701705_F13	-8.487047	13.927779
1001701705_F14	-19.522285	7.3744845
1001701705_F15	-7.4780736	14.864274
1001701705_F16	-1.8360615	3.865113
1001701705_F17	8.757894	2.7836444
1001701705_F19	-15.7501335	3.4572432
1001701705_F20	-12.617423	20.62928
1001701705_G8	10.294603	21.45104
1001701705_G12	-6.443513	13.741714
1001701705_G13	6.3066325	-19.809687
1001701705_G14	-18.234312	-4.9883666
1001701705_G15	-16.78234	30.047424
1001701705_G16	-8.282496	18.274305
1001701705_G17	-9.703218	5.656259
1001701705_G18	-12.413465	9.561429
1001701705_G19	-0.098333485	24.17333
1001701705_G20	-12.835814	10.777296
1001701705_H2	30.57515	-50.191307
1001701705_H3	-11.276409	13.871238
1001701705_H10	-9.970465	15.122253
1001701705_H11	31.496193	-51.952972
1001701705_H12	-7.2228203	32.489853
1001701705_H13	-13.636467	-0.3013141
1001701705_H14	-12.897312	17.20985
1001701705_H15	2.375036	1.8824285
1001701705_H16	-11.517851	18.720013
1001701705_H17	-11.94018	14.647415
1001701705_H18	-7.7589564	9.6707
1001701705_H19	-6.860764	19.435396
1001701705_H20	13.912804	18.502144
1001701705_I12	-3.1029735	23.047308
1001701705_I13	-0.53566295	19.048353
1001701705_I14	-11.051968	17.561659
1001701705_I16	-12.325878	4.289626
1001701705_I17	2.8775058	-1.9190012
1001701705_I18	4.490736	20.833946
1001701705_I19	-12.332994	-3.1157968
1001701705_I20	6.3092737	-38.180866
1001701705_J14	14.03016	18.45277
1001701705_J15	12.51268	-3.4050748
1001701705_J16	-14.035062	20.18047
1001701705_J17	-9.601706	8.335961
1001701705_J18	-14.84291	14.8607025
1001701705_J20	-9.623204	17.971659
1001701705_K12	15.286913	1.7092682
1001701705_K15	0.9148587	6.0893755
1001701705_K16	6.5943513	-3.3703392
1001701705_K17	2.8160002	16.954464
1001701705_K18	-0.5626715	-3.7412553
1001701705_K19	-0.29227984	19.40938
1001701705_K20	-8.407559	16.35248
1001701705_L12	-11.344048	21.427128
1001701705_L13	11.87758	-20.1244
1001701705_L14	4.598809	1.9172739
1001701705_L15	-5.288997	-2.2513747
1001701705_L16	-9.957643	18.263462
1001701705_L17	-7.250559	24.377493
1001701705_L18	16.541107	-30.382374
1001701705_L19	-19.246317	1.1457729
1001701705_L20	-2.6306725	19.744942
1001701705_M4	-17.429092	26.110441
1001701705_M12	-10.825364	9.311686
1001701705_M15	19.148317	19.231112
1001701705_M17	12.763422	5.246775
1001701705_M18	0.74106807	26.364037
1001701705_M19	2.9395783	12.633703
1001701705_M20	10.479317	14.522319
1001701705_N11	13.5472	22.898428
1001701705_N12	-9.919794	-8.63512
1001701705_N13	-6.1040573	23.370878
1001701705_N14	-0.10507822	8.410894
1001701705_N15	-12.953697	18.863174
1001701705_N16	-15.510823	9.835529
1001701705_N18	16.524345	11.855956
1001701705_N19	12.109676	3.374553
1001701705_N20	-8.578798	19.516973
1001701705_O3	-12.85197	16.33005
1001701705_O12	3.3824975	10.955061
1001701705_O13	-13.816191	11.707489
1001701705_O14	-11.558369	19.288418
1001701705_O15	-4.916857	4.2642956
1001701705_O16	-1.1238449	-2.5281503
1001701705_O18	5.2549086	20.769373
1001701705_O20	-0.7731057	9.914896
1001701705_P4	-6.7782197	26.085432
1001701705_P12	18.533796	17.75128
1001701705_P13	-12.041199	18.038067
1001701705_P14	-1.9183842	8.070862
1001701705_P15	-26.015047	-14.630038
1001701705_P16	-4.7716675	25.105852
1001701705_P17	15.373594	20.904118
1001701705_P18	-1.9318675	14.021834
1001701705_P19	-5.8198657	17.11167
1001701705_P20	11.72821	23.010723
1001701801_A15	17.846077	17.3105
1001701801_A17	15.145793	17.59906
1001701801_C23	9.833153	-25.237026
1001701801_F12	14.898137	23.323456
1001701801_F13	-3.5140293	24.263224
1001701801_F19	1.3832915	-28.589828
1001701801_F20	15.5399065	15.047928
1001701801_G20	13.992338	0.12746303
1001701801_G22	-20.697641	2.4299083
1001701801_G23	20.155825	12.587085
1001701801_H12	18.403782	21.190575
1001701801_H17	-5.6125546	24.779749
1001701801_H19	10.744177	21.93427
1001701801_I19	2.6402385	27.697176
1001701801_J17	1.5768234	3.3628354
1001701801_J21	14.890601	15.4208355
1001701801_K15	19.318619	-35.773403
1001701801_L19	14.612805	18.87316
1001701801_M20	16.411194	15.584337
1001701801_N15	12.309764	-28.14247
1001701801_N22	17.6697	11.141719
1001701801_O13	9.101311	11.522113
1001701801_O19	-0.63973325	-31.51311
1001701801_P17	18.840136	-4.2138195
1001701802_A1	-6.620457	-1.8225863
1001701802_A11	8.31819	-31.753511
1001701802_A12	16.466475	-34.09483
1001701802_A13	2.1438763	-24.400927
1001701802_A14	-1.7258389	-24.826576
1001701802_A16	8.508114	-27.582119
1001701802_A17	6.4557247	-34.690067
1001701802_A18	17.624496	-23.92561
1001701802_A2	-10.6367855	27.100882
1001701802_A21	-5.653585	-10.182211
1001701802_A3	-14.784585	3.576105
1001701802_A5	2.4519274	-0.90750134
1001701802_A6	-17.124214	15.498343
1001701802_A7	15.767801	-35.146347
1001701802_A8	16.224524	-32.95623
1001701802_A9	15.65698	-35.194447
1001701802_B1	-1.7707175	1.6467879
1001701802_B10	16.6807	-35.066044
1001701802_B11	14.816053	-39.172203
1001701802_B12	5.8141947	-26.348335
1001701802_B14	10.051725	-18.257229
1001701802_B15	-1.569486	-29.09854
1001701802_B16	4.658126	-26.721722
1001701802_B17	8.71131	-32.748775
1001701802_B18	-0.91294295	-31.390951
1001701802_B2	-5.0508075	-1.1232245
1001701802_B3	-15.122367	12.821902
1001701802_B5	-15.117508	9.3504
1001701802_B6	-6.9208536	1.5356992
1001701802_B7	16.333776	-31.325438
1001701802_B8	19.753027	-32.621307
1001701802_B9	12.716381	-27.486082
1001701802_C1	-18.927286	0.22092247
1001701802_C10	11.569703	-37.374367
1001701802_C11	9.853732	-36.303555
1001701802_C12	5.497635	-35.478386
1001701802_C13	11.396121	-27.779505
1001701802_C14	10.817617	-31.372974
1001701802_C15	11.540903	-34.310646
1001701802_C16	10.101815	-31.226847
1001701802_C17	8.039462	-36.526573
1001701802_C18	6.67382	-33.13834
1001701802_C2	3.0730221	13.688854
1001701802_C21	-9.560088	-9.622833
1001701802_C4	-5.8244047	-9.819875
1001701802_C5	1.7000539	11.808879
1001701802_C6	-11.812164	2.494419
1001701802_C7	11.797885	-28.85051
1001701802_C8	11.098946	-33.256634
1001701802_C9	16.606483	-33.14645
1001701802_D1	9.483177	-2.2572129
1001701802_D10	11.222844	-36.93961
1001701802_D11	8.244577	-39.26823
1001701802_D13	9.942703	-27.482754
1001701802_D14	7.9474306	-39.23403
1001701802_D15	14.3954935	-34.10694
1001701802_D16	14.874818	-33.027294
1001701802_D17	6.123265	-35.951023
1001701802_D18	14.65114	-23.596144
1001701802_D2	-10.313327	-9.790684
1001701802_D3	-11.376584	-0.21071813
1001701802_D4	12.988351	13.292291
1001701802_D5	-4.6571903	14.850666
1001701802_D6	-4.4541	-0.5708352
1001701802_D7	13.438897	-35.401722
1001701802_D8	10.917859	-33.81029
1001701802_D9	11.832292	-30.31491
1001701802_E1	7.128632	4.4671774
1001701802_E11	39.360752	-50.283707
1001701802_E12	14.797411	-34.90566
1001701802_E13	23.91037	-29.236206
1001701802_E14	19.926157	-29.705526
1001701802_E16	5.08785	-32.14546
1001701802_E17	-0.7862344	-26.780674
1001701802_E2	-9.885303	-2.4838305
1001701802_E4	-18.134787	-4.801602
1001701802_E6	-22.37481	7.675695
1001701802_E7	10.450203	-32.918587
1001701802_E8	12.009879	-33.144768
1001701802_E9	13.965058	-32.518612
1001701802_F1	14.169951	-4.300453
1001701802_F10	34.913586	-48.181896
1001701802_F11	20.115643	-31.868427
1001701802_F12	11.521473	-32.951313
1001701802_F13	5.9457226	-27.049519
1001701802_F16	7.9843235	-31.407877
1001701802_F17	2.1411567	-26.01597
1001701802_F18	-2.1273189	-23.747406
1001701802_F23	4.555595	13.872165
1001701802_F3	-11.143334	-4.3551407
1001701802_F4	0.89703375	-5.068909
1001701802_F6	-6.816231	5.2365074
1001701802_F7	10.084133	-34.629044
1001701802_F8	11.973932	-34.6442
1001701802_F9	13.392837	-32.405975
1001701802_G1	0.7775863	9.076658
1001701802_G11	9.553578	-34.57148
1001701802_G12	16.40404	-34.053555
1001701802_G13	14.639457	-25.4312
1001701802_G14	11.483812	-26.488098
1001701802_G15	16.74884	-31.31966
1001701802_G16	-1.1902279	-20.923538
1001701802_G17	2.752338	-32.208508
1001701802_G18	11.804899	-30.076319
1001701802_G2	-14.203304	-1.8481319
1001701802_G3	6.7059813	10.797169
1001701802_G4	6.527574	3.5756004
1001701802_G5	-16.95979	-3.5765898
1001701802_G6	-9.277707	-10.25712
1001701802_G7	15.638181	-33.09779
1001701802_G8	13.708304	-32.47754
1001701802_G9	11.185052	-33.10599
1001701802_H1	-16.350893	11.416955
1001701802_H10	9.077419	-28.700064
1001701802_H11	14.494996	-30.602566
1001701802_H12	10.797086	-33.58983
1001701802_H13	2.9978716	-33.327972
1001701802_H14	23.646004	-30.654648
1001701802_H15	13.772493	-32.392147
1001701802_H17	18.25897	-23.501163
1001701802_H2	12.773068	17.475073
1001701802_H20	17.212095	14.801942
1001701802_H22	15.566453	20.451462
1001701802_H3	10.93939	22.346989
1001701802_H4	-4.1195617	22.497545
1001701802_H6	-9.152124	25.444265
1001701802_H7	16.4849	-36.65061
1001701802_H9	26.615932	-42.525436
1001701802_I1	-15.872715	11.949309
1001701802_I10	9.184656	-25.567513
1001701802_I11	16.578077	-36.983654
1001701802_I13	6.105865	-20.113771
1001701802_I14	3.3105562	-32.86331
1001701802_I15	6.387276	-30.60306
1001701802_I16	9.573529	-33.371124
1001701802_I17	9.730959	-23.573645
1001701802_I18	9.01289	-27.080296
1001701802_I2	-11.50794	26.061708
1001701802_I22	3.4237669	17.210018
1001701802_I3	-3.7107432	16.19289
1001701802_I4	-4.1974387	21.723995
1001701802_I5	-8.045448	-8.541382
1001701802_I7	16.780962	-37.51301
1001701802_I9	10.260688	-29.942732
1001701802_J1	25.575405	-3.3525183
1001701802_J10	17.055815	-38.20162
1001701802_J11	15.755189	-31.418585
1001701802_J12	2.4128118	-31.71868
1001701802_J13	11.774968	-29.679802
1001701802_J14	8.567156	-35.469692
1001701802_J16	1.3385974	-35.63772
1001701802_J17	6.64312	-38.284515
1001701802_J18	7.311654	-34.757107
1001701802_J2	-11.953081	15.469534
1001701802_J20	13.620928	17.751894
1001701802_J23	4.9854107	-35.54452
1001701802_J3	14.114589	15.395655
1001701802_J5	-9.32355	8.757073
1001701802_J6	-9.783523	28.89496
1001701802_J7	14.3342705	-36.018883
1001701802_J8	17.414175	-24.640493
1001701802_J9	21.343668	-30.277508
1001701802_K1	14.288559	16.132122
1001701802_K11	9.694655	-38.036007
1001701802_K12	13.3403425	-34.5664
1001701802_K14	6.589015	-24.042532
1001701802_K15	17.43505	-34.638756
1001701802_K16	11.364076	-33.39763
1001701802_K18	6.2720547	-34.42517
1001701802_K2	2.471231	3.6652818
1001701802_K21	22.788229	13.256535
1001701802_K3	-4.8367186	19.580877
1001701802_K4	-5.730541	-7.215735
1001701802_K5	-5.945314	-17.804296
1001701802_K6	20.622654	13.336839
1001701802_K7	8.999432	-34.497074
1001701802_K8	12.890361	-35.649967
1001701802_L1	-3.2362838	0.38656574
1001701802_L10	17.9233	-30.945356
1001701802_L12	13.831871	-33.415146
1001701802_L13	5.2230844	-15.750736
1001701802_L14	8.669047	-28.285917
1001701802_L15	14.727332	-29.124765
1001701802_L16	8.339651	-35.627335
1001701802_L17	5.5643883	-27.443718
1001701802_L18	14.9841385	-37.10342
1001701802_L2	-5.0399823	-6.2584496
1001701802_L20	8.898211	17.877121
1001701802_L23	-8.845947	14.00675
1001701802_L3	-2.5110104	21.036339
1001701802_L5	16.427406	20.51636
1001701802_L6	-4.4044514	-7.7954755
1001701802_L7	33.723804	-46.420605
1001701802_L8	12.640287	-35.073055
1001701802_L9	14.803884	-36.388454
1001701802_M10	13.468424	-37.456287
1001701802_M11	17.006187	-33.2811
1001701802_M12	8.489105	-25.439526
1001701802_M13	9.634123	-29.150255
1001701802_M14	10.3336115	-36.790703
1001701802_M15	23.49877	-32.199722
1001701802_M16	14.499807	-34.95843
1001701802_M17	12.116174	-33.224964
1001701802_M18	17.580948	-33.831367
1001701802_M20	-8.531743	-1.832043
1001701802_M3	-2.8231232	27.504183
1001701802_M4	1.072176	25.014124
1001701802_M5	-4.301298	-1.0746183
1001701802_M6	13.71614	-1.975281
1001701802_M7	14.911888	-28.452679
1001701802_M8	17.839539	-30.081926
1001701802_M9	5.9953766	-30.495537
1001701802_N1	16.788368	16.81729
1001701802_N10	21.78735	-33.55564
1001701802_N12	12.023416	-31.527588
1001701802_N13	19.806334	-27.435844
1001701802_N14	-0.13335146	-28.611656
1001701802_N15	22.35236	-28.589151
1001701802_N16	15.470192	-38.921062
1001701802_N17	9.641244	-38.037807
1001701802_N18	7.2108397	-34.237804
1001701802_N2	-8.570031	19.478422
1001701802_N3	6.033176	-4.674765
1001701802_N4	11.160477	22.36022
1001701802_N5	9.148626	13.247458
1001701802_N6	12.726986	-7.263921
1001701802_N9	16.49879	-36.36957
1001701802_O1	7.4393687	-3.6246865
1001701802_O10	12.120869	-37.114273
1001701802_O11	11.9750805	-32.91631
1001701802_O12	9.505578	-32.096756
1001701802_O13	7.9336653	-25.432749
1001701802_O14	11.878886	-36.163696
1001701802_O15	11.273186	-32.50822
1001701802_O16	5.631327	-22.558008
1001701802_O17	-1.0382215	-29.490177
1001701802_O18	9.955679	-34.44844
1001701802_O2	-11.4226	-7.2295012
1001701802_O20	-11.109737	10.050993
1001701802_O21	-4.2620225	24.83967
1001701802_O4	14.661549	-2.504307
1001701802_O5	10.690442	-3.0014718
1001701802_O6	-2.9526417	-8.03751
1001701802_O8	23.612543	-32.401096
1001701802_O9	15.661889	-2.767071
1001701802_P1	17.880348	17.221231
1001701802_P10	9.528285	-36.445526
1001701802_P11	10.665252	-28.829454
1001701802_P12	16.392788	-32.83928
1001701802_P13	8.030438	-32.88464
1001701802_P14	11.792547	-28.353508
1001701802_P15	12.945914	-31.819075
1001701802_P17	1.6440878	-21.895565
1001701802_P18	-1.7536241	-29.347975
1001701802_P19	-5.081529	16.305544
1001701802_P2	-12.141557	30.788462
1001701802_P22	6.930914	-17.878843
1001701802_P3	2.706608	15.167576
1001701802_P4	-6.151222	15.347535
1001701802_P5	7.979825	15.749257
1001701802_P6	7.015472	17.190601
1001701802_P8	14.806684	-28.794674
1001701802_P9	14.236662	-32.15285
1001701803_D18	-4.385361	28.42177
1001701803_I19	16.055756	15.823751
1001701803_K18	19.0623	7.818708
1001701803_N18	24.528486	11.436571
1001701803_N19	15.611954	16.76272
1001701803_P19	9.163751	2.8401568
1001701804_A14	27.342833	-44.32619
1001701804_A15	34.228966	-46.09835
1001701804_A16	36.539543	-51.971474
1001701804_A20	35.564484	-48.365498
1001701804_A21	34.691463	-48.84871
1001701804_B14	32.35859	-49.89765
1001701804_B21	33.6945	-45.388363
1001701804_B23	36.970795	-52.71014
1001701804_C13	32.489876	-45.204536
1001701804_C19	24.269108	-40.400143
1001701804_D12	32.47008	-49.88382
1001701804_D15	35.566322	-53.70767
1001701804_D19	33.960026	-46.369576
1001701804_D22	26.920538	-45.01706
1001701804_E14	25.372879	-47.145473
1001701804_E15	30.77088	-50.807186
1001701804_E17	34.36797	-52.9038
1001701804_E20	30.46796	-50.563793
1001701804_E23	42.230965	-47.354664
1001701804_F12	25.096512	-43.17643
1001701804_F18	42.263115	-46.500206
1001701804_F20	33.973457	-46.412052
1001701804_G15	36.515285	-53.13419
1001701804_G17	38.346886	-46.779568
1001701804_H17	24.826918	-44.877247
1001701804_H22	37.92542	-47.109463
1001701804_H23	26.522572	-45.52578
1001701804_I13	34.265408	-44.668957
1001701804_I17	25.130283	-43.17998
1001701804_I18	33.585377	-45.864994
1001701804_J23	36.223915	-50.933895
1001701804_K14	36.18557	-50.708458
1001701804_K15	35.026352	-48.421814
1001701804_K16	31.528513	-53.26329
1001701804_L12	33.35839	-45.002834
1001701804_L14	39.82162	-45.980587
1001701804_L15	30.747446	-49.790142
1001701804_L16	30.727892	-50.573727
1001701804_L22	35.139114	-48.306572
1001701804_M13	32.885597	-52.83589
1001701804_M18	25.067074	-43.10738
1001701804_M21	32.917694	-45.01126
1001701804_N10	36.325764	-52.963223
1001701804_N16	42.130295	-46.503464
1001701804_N17	34.60369	-47.875576
1001701804_N19	35.80571	-50.180584
1001701804_O17	41.407005	-50.39532
1001701804_O18	35.107193	-45.67205
1001701804_O19	25.280424	-44.336258
1001701804_P16	33.20257	-46.599518
1001701804_P21	25.380676	-40.4082
1001702101_A14	41.320374	-51.02172
1001702101_A19	39.824047	-46.588158
1001702101_C18	36.118866	-47.795692
1001702101_D15	32.906548	-46.777763
1001702101_D20	37.796196	-52.729755
1001702101_E17	42.785347	-47.917206
1001702101_H13	30.499891	-50.15603
1001702101_H9	38.819706	-45.111782
1001702101_I1	39.786926	-46.490776
1001702101_I11	33.721756	-46.29604
1001702101_I18	39.037106	-45.30432
1001702101_J15	36.228207	-47.8996
1001702101_L16	35.282833	-45.488598
1001702101_L17	39.793556	-46.407307
1001702101_N17	37.962013	-52.82381
1001702102_A18	16.215477	-26.585932
1001702102_B14	5.0835066	-19.951246
1001702102_B17	16.043634	14.680626
1001702102_B19	-6.132005	-20.30718
1001702102_B20	24.09101	10.758837
1001702102_B21	-1.4509698	-18.503714
1001702102_B23	-8.147132	24.460274
1001702102_C18	14.408592	-3.1124883
1001702102_C20	-6.6459775	-22.551495
1001702102_D13	-1.2914064	-18.973198
1001702102_D15	-6.7826056	-18.448727
1001702102_D19	1.6281474	-21.20984
1001702102_E13	-1.2118322	-26.057323
1001702102_E16	5.9330173	-24.571497
1001702102_E18	4.171791	-30.019068
1001702102_E20	9.638501	19.011333
1001702102_F15	-1.7510637	-18.506817
1001702102_F17	-11.663839	-19.892504
1001702102_F18	19.237999	-41.656456
1001702102_G15	-1.7894496	-28.469706
1001702102_G16	2.0473416	-26.461975
1001702102_G19	-17.642225	4.2266793
1001702102_G22	-1.6911273	-26.095585
1001702102_H13	1.4835981	-30.296867
1001702102_H15	-7.011097	-22.514183
1001702102_J13	7.202225	17.350548
1001702102_J14	24.00815	-45.32877
1001702102_J17	3.470975	-23.91914
1001702102_J19	-13.118513	14.855296
1001702102_J21	6.4433613	-21.98378
1001702102_K12	-13.365191	25.773985
1001702102_K16	-6.228433	-20.340069
1001702102_K17	4.967153	-14.76453
1001702102_K20	1.268597	-35.475994
1001702102_K21	5.920342	-29.534332
1001702102_K22	-6.153318	-20.30231
1001702102_K23	19.967659	-4.951708
1001702102_L13	-8.9034395	-19.566814
1001702102_L14	-10.860955	-24.521267
1001702102_L19	-4.365479	-26.752327
1001702102_L22	5.0026054	-17.697205
1001702102_L23	6.0404806	-33.959892
1001702102_M14	-8.157768	-23.284554
1001702102_M17	19.261932	9.963837
1001702102_M19	-16.062824	4.8929563
1001702102_N16	4.4427485	-35.494923
1001702102_N17	-23.93962	-7.6158714
1001702102_P12	-2.6862946	-16.23123
1001702103_A15	-6.9011025	-13.814666
1001702103_A16	-4.200294	-19.983894
1001702103_A17	3.7513149	-18.788673
1001702103_A3	-5.866754	-12.698133
1001702103_A6	-9.846646	16.965342
1001702103_B11	15.841721	-36.41864
1001702103_B13	16.942554	-28.580688
1001702103_B15	-5.714136	-22.927483
1001702103_B16	-5.700262	-24.497978
1001702103_B17	-15.2601	-12.798168
1001702103_B18	-4.702952	-19.334814
1001702103_B4	-2.0311499	1.6737803
1001702103_C15	3.050231	-20.469975
1001702103_C17	-3.5397873	-26.173855
1001702103_C18	-5.78698	-16.945122
1001702103_C3	-16.80014	8.656492
1001702103_D14	-1.7769668	-23.873383
1001702103_D18	-14.162659	-13.055515
1001702103_D2	2.7171974	-20.338552
1001702103_D3	-12.431497	16.79687
1001702103_D4	-11.503487	-5.9947414
1001702103_D5	19.308102	-41.697323
1001702103_D6	-0.0050321314	-22.191078
1001702103_E1	-12.148933	16.739307
1001702103_E11	-1.6804669	18.01304
1001702103_E15	-23.723732	-4.596664
1001702103_E16	1.4990793	-15.668825
1001702103_E18	3.7059612	-18.920362
1001702103_E2	-4.468073	-5.8149743
1001702103_E3	3.2265773	-16.807087
1001702103_E6	-20.33996	-9.160392
1001702103_F13	-16.10768	14.112909
1001702103_F16	-4.2402444	-23.001322
1001702103_F17	-4.6949606	-22.769596
1001702103_F18	9.246858	-11.134929
1001702103_F3	-11.8495455	14.687324
1001702103_F6	-10.812714	7.2917027
1001702103_G1	-28.488207	-7.9433613
1001702103_G14	-7.327101	16.00415
1001702103_G15	8.582531	-15.445109
1001702103_G16	4.842973	0.53422767
1001702103_G3	7.2185144	15.151986
