	dimension 1	dimension 2
1001701705_A2	-14.105039	13.260453
1001701705_A3	-1.4773991	-12.31315
1001701705_A8	-7.029732	8.744485
1001701705_B6	16.741642	-9.179182
1001701705_B10	-9.964088	-4.814791
1001701705_C2	17.469463	6.5934095
1001701705_C5	-16.19832	10.773891
1001701705_C9	-5.0861607	15.193271
1001701705_D3	1.9889256	9.597349
1001701705_D5	-16.971601	10.99862
1001701705_D8	-20.806282	7.4325027
1001701705_E2	-0.5878711	16.84594
1001701705_E3	-3.1673214	-15.416958
1001701705_E8	-1.4178959	8.950429
1001701705_E9	14.191362	-9.689471
1001701705_E10	-1.197144	11.226713
1001701705_F1	21.80233	-8.476914
1001701705_F7	-10.846358	-3.892354
1001701705_F9	-2.835527	0.37881446
1001701705_F10	-16.983976	8.267133
1001701705_G4	-17.32959	1.043362
1001701705_G5	0.21567498	16.840183
1001701705_G6	-13.09781	-4.84293
1001701705_G7	-19.286615	11.784662
1001701705_H5	-4.0310016	-11.746259
1001701705_I1	27.05897	-7.032469
1001701705_I2	-18.05809	9.43047
1001701705_I4	3.2206235	-14.609871
1001701705_I10	20.453772	-2.6893697
1001701705_I11	17.918095	6.3448696
1001701705_J2	17.936422	4.5457163
1001701705_J3	-30.148464	-5.0618806
1001701705_J5	-8.843595	-7.5416055
1001701705_J6	-0.072937734	12.679004
1001701705_J8	-3.8992438	-16.404465
1001701705_J9	-10.357448	-5.4503818
1001701705_J10	15.417178	-15.452074
1001701705_K6	-23.310091	-4.032392
1001701705_L1	-6.430593	-1.1166952
1001701705_L2	15.690268	8.862012
1001701705_L4	-6.4593935	-13.61622
1001701705_L6	-9.1656885	-5.583822
1001701705_L11	-13.576775	-1.7597636
1001701705_M1	-11.259614	9.451584
1001701705_M6	-3.1425908	-14.5494795
1001701705_M10	21.721798	-4.447788
1001701705_M11	-17.5165	8.138993
1001701705_N2	-22.54638	3.8408802
1001701705_N5	1.4733487	-0.6787134
1001701705_N6	22.530584	-7.545993
1001701705_N7	-6.109325	-1.0460109
1001701705_N8	-0.6464434	-17.980389
1001701705_N9	-0.5889521	0.08471496
1001701705_N10	-5.673773	12.916537
1001701705_O1	2.238043	-1.2711582
1001701705_O2	-27.265934	1.4052483
1001701705_O5	14.265322	-14.274212
1001701705_O7	0.89298236	7.4745355
1001701705_P1	18.852125	-5.236202
1001701705_P2	23.26882	-11.362083
1001701705_P3	13.79695	12.111499
1001701705_P6	9.758474	10.666488
1001701802_O7	-26.723898	-4.184659
1001701804_A1	8.156643	12.933604
1001701804_A11	23.218182	0.22980134
1001701804_A19	-27.544233	-5.684722
1001701804_A2	-2.2527897	9.635147
1001701804_A3	-1.2194667	9.9344
1001701804_A5	6.027336	10.487086
1001701804_A7	17.40114	7.25139
1001701804_A8	8.954764	-12.804971
1001701804_A9	22.266506	0.39387643
1001701804_B1	8.527561	-11.908867
1001701804_B10	20.939379	-3.5518146
1001701804_B11	-14.752224	-3.6049993
1001701804_B2	-7.52341	-6.525274
1001701804_B4	-18.448639	-0.95146275
1001701804_B5	5.2137547	9.2427225
1001701804_B6	25.953442	0.2363756
1001701804_B7	12.466001	-11.282527
1001701804_B8	11.053906	-7.7349854
1001701804_C10	-4.3695426	10.848365
1001701804_C11	-2.6330745	9.907735
1001701804_C17	-28.188091	-0.5432721
1001701804_C2	-4.314394	-10.7619
1001701804_C21	-24.245258	-6.514345
1001701804_C3	2.6433942	-1.503265
1001701804_C4	-24.999733	-8.133384
1001701804_C5	19.496058	-14.551061
1001701804_C6	4.08514	-4.48762
1001701804_C7	0.13338724	14.176609
1001701804_C8	27.749784	-2.6969473
1001701804_C9	-3.059229	5.57734
1001701804_D10	-28.492653	-2.8144922
1001701804_D11	6.764947	8.513449
1001701804_D2	-6.4959087	12.6615925
1001701804_D3	-0.802117	-19.19567
1001701804_D4	15.964914	3.4962797
1001701804_D6	-0.4137462	-9.67179
1001701804_D7	-10.554856	13.674929
1001701804_D8	25.08084	-2.5976477
1001701804_D9	8.980871	-0.6858628
1001701804_E1	8.169767	5.8497066
1001701804_E3	13.010771	-5.704418
1001701804_E5	5.823394	-6.2250485
1001701804_E9	4.936197	-0.13897817
1001701804_F1	0.21873656	2.9707916
1001701804_F10	4.214921	2.5080829
1001701804_F11	-7.493828	9.899794
1001701804_F2	-8.828241	1.5988665
1001701804_F3	4.428232	-6.9114857
1001701804_F4	-3.296004	7.2567806
1001701804_F5	-5.6850753	0.7511929
1001701804_F7	7.5312047	1.1150937
1001701804_F8	-2.1610494	9.321141
1001701804_G1	7.0853844	-4.0300207
1001701804_G10	-2.48988	6.425815
1001701804_G11	23.447773	-0.6886735
1001701804_G2	5.32996	7.403993
1001701804_G20	-28.088987	-4.572335
1001701804_G4	-9.140764	-6.1201835
1001701804_G5	-26.059662	-2.8889818
1001701804_G6	4.0526185	-2.3015575
1001701804_G7	7.204397	-0.27885458
1001701804_G9	5.4049954	6.90305
1001701804_H10	7.5143824	8.228316
1001701804_H11	-1.2661381	-7.0520716
1001701804_H2	-20.808155	0.10644851
1001701804_H3	2.4629972	4.688474
1001701804_H4	-0.4392194	14.630082
1001701804_H5	17.901808	6.505492
1001701804_H7	13.786927	-12.875308
1001701804_H8	17.12969	-6.7698936
1001701804_H9	15.820084	-3.8762274
1001701804_I1	-2.0031416	9.50847
1001701804_I10	1.3073246	-0.8907352
1001701804_I11	11.0459385	-2.5575373
1001701804_I2	2.568382	14.570813
1001701804_I3	-14.500747	14.651419
1001701804_I4	14.7910185	-5.1246324
1001701804_I5	9.735109	-3.2088776
1001701804_I6	-7.5453367	0.79569155
1001701804_I7	16.197512	9.6691475
1001701804_I8	-1.6918157	4.341308
1001701804_I9	6.9650383	-3.9580092
1001701804_J10	10.40885	-7.5227733
1001701804_J11	-14.2141905	-9.070764
1001701804_J13	-28.104391	-4.5315995
1001701804_J14	-28.03283	3.0234745
1001701804_J2	12.858028	-3.623351
1001701804_J5	-16.127632	3.7025175
1001701804_J6	0.07330243	4.885872
1001701804_J8	28.447666	-8.235313
1001701804_J9	14.520171	-7.019699
1001701804_K11	15.907263	3.5874672
1001701804_K2	19.119802	-5.970658
1001701804_K3	26.083715	-0.8642491
1001701804_K4	12.696274	-11.835445
1001701804_K5	-12.923643	8.781441
1001701804_K6	-25.483149	-5.405618
1001701804_K7	-3.0454772	6.9178743
1001701804_K8	2.2112708	-6.0525513
1001701804_K9	16.347073	-4.007135
1001701804_L1	-23.880285	-1.2414513
1001701804_L11	3.8951118	5.8173904
1001701804_L2	-1.3130679	2.7169304
1001701804_L3	17.901646	-0.047962144
1001701804_L5	-4.027542	2.23375
1001701804_L6	8.610061	-5.1412983
1001701804_L7	7.158969	-7.7020698
1001701804_L9	5.5683594	6.4924345
1001701804_M1	-21.681751	2.2550561
1001701804_M10	-4.2014365	10.230364
1001701804_M3	8.204988	0.34336323
1001701804_M4	-18.810568	8.443781
1001701804_M5	12.642687	3.2380922
1001701804_M6	11.643977	0.77358943
1001701804_M7	-2.612936	16.478886
1001701804_M8	10.243186	-4.758417
1001701804_M9	10.719076	-4.969559
1001701804_N1	4.1323256	-2.899652
1001701804_N11	-7.0196724	9.7292
1001701804_N3	-9.104091	-6.8300385
1001701804_N4	-2.2436717	6.9632306
1001701804_N5	16.622355	-6.6043973
1001701804_N6	-6.820155	-4.534875
1001701804_N7	-3.6033638	2.2313488
1001701804_N8	3.561883	5.463267
1001701804_N9	-15.738053	13.278496
1001701804_O1	11.647383	-6.9138722
1001701804_O10	-19.937347	3.9232314
1001701804_O2	-24.226463	-5.9780283
1001701804_O21	-28.14751	-5.1047254
1001701804_O4	-6.3222475	-8.440256
1001701804_O5	8.455989	3.1173053
1001701804_O6	15.905637	-6.973994
1001701804_O7	-4.625681	-15.463855
1001701804_O8	3.1499166	1.1738658
1001701804_O9	4.0072083	11.010713
1001701804_P2	1.6126076	-4.42653
1001701804_P22	-27.982908	-4.1354446
1001701804_P3	11.694739	-1.464474
1001701804_P5	4.7512946	-0.08950158
1001701804_P7	3.5643573	-6.7377763
1001702101_A12	-23.571133	-6.7220254
1001702101_A21	-3.7131805	6.461435
1001702101_A5	2.8289182	-10.820294
1001702101_A6	-0.8940707	-2.6779401
1001702101_C10	-1.4678625	-0.84739816
1001702101_C23	-4.125069	-0.22776322
1001702101_C3	-26.144854	-1.7944117
1001702101_C4	-1.2387547	-2.1884084
1001702101_D3	9.974576	2.2951295
1001702101_D4	-0.9107614	-4.827638
1001702101_D5	3.0939798	8.880186
1001702101_E22	-25.904154	-2.6334674
1001702101_E5	-1.1125052	-4.104851
1001702101_E6	8.171515	0.7663812
1001702101_E7	4.545524	2.3406358
1001702101_F1	-33.90763	-3.5488794
1001702101_F21	-17.013079	-4.963031
1001702101_F3	-2.0147502	2.560202
1001702101_G1	-25.977957	-0.4591305
1001702101_G6	-0.42278126	-0.7752271
1001702101_G7	-28.110939	-7.144865
1001702101_H22	-33.73488	-3.6822076
1001702101_I23	-32.271355	-4.4676337
1001702101_I3	-25.401566	-1.1395683
1001702101_I8	4.8746133	-0.07126667
1001702101_J1	-4.3571672	10.460149
1001702101_J22	-14.826988	6.674439
1001702101_K4	0.9202537	0.58656114
1001702101_L4	26.482626	0.106594026
1001702101_M10	-0.108914725	-2.0541296
1001702101_M5	9.254903	9.680936
1001702101_M9	20.382679	3.3203416
1001702101_O4	7.9257197	6.9222727
1001702201_A21	-0.9185983	1.0765834
1001702201_A23	6.487538	3.8659213
1001702201_B2	-7.9773555	-17.407347
1001702201_B21	19.210905	11.117937
1001702201_B22	-3.8656003	-1.2082443
1001702201_B7	6.5381384	-7.312088
1001702201_C1	7.3177223	15.587149
1001702201_C10	6.3227644	0.39169604
1001702201_C6	10.515501	2.56174
1001702201_D22	-0.5734086	-0.0026045553
1001702201_F10	4.0435195	0.7307811
1001702201_F2	-11.797848	4.86132
1001702201_F21	25.425196	3.0936956
1001702201_G7	-0.5720475	-0.008169797
1001702201_H21	24.371172	4.577087
1001702201_H5	0.756473	7.2744727
1001702201_I21	-18.68782	-4.1256704
1001702201_I7	7.309959	-3.9516711
1001702201_J8	-2.9007874	5.199183
1001702201_J9	-4.0653524	-13.416311
1001702201_K21	4.2816706	-5.451498
1001702201_K23	-19.178911	11.74187
1001702201_K3	5.4853935	-9.137251
1001702201_L22	1.4229835	-1.6114241
1001702201_L5	-2.232268	-7.017399
1001702201_M10	-8.947234	16.483881
1001702201_M23	-17.336666	-4.565512
1001702201_N21	24.909025	4.0164433
1001702201_N4	-1.2263993	2.3674889
1001702201_O10	-0.4323241	-7.9095926
1001702201_O21	-18.664293	-4.069128
1001702201_O23	0.6050849	2.929025
1001702201_O5	5.7882395	-4.611438
1001702201_O7	-1.8826022	8.611786
1001702201_O8	3.515079	5.488694
1001702201_O9	-0.41890037	2.1301634
1001702201_P17	-28.170755	-2.8442264
1001702204_E19	-2.7560673	-3.4782405
